GeneID	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
107449	1435110_at	-1.99250229773729	7.22560062472178	-16.9005054358157	4.16148218851501e-11	2.32285901218088e-09	15.727873668517
20262	1435113_x_at	0.47341351266743	5.9731672181568	5.34547154345632	8.44608576488361e-05	0.000525049374555193	0.574030026794407
218973	1435114_at	0.657102882979116	7.691332278931	6.66539008981094	7.92497676741887e-06	6.56667972050998e-05	3.02962597189457
74393	1435116_at	0.295005220674626	3.97386167538194	2.58406151924321	0.0208690270663073	0.0643169324666888	-4.9719931728364
381802	1435118_at	0.36950241619388	7.86878143455173	3.71627931506645	0.00210031891861772	0.00895166164700223	-2.70868868320146
NA	1435120_at	0.181923564579641	2.77365293056151	2.31487937270825	0.0353500385725651	0.0996140012284449	-5.47205884681137
13433	1435122_x_at	-0.592707555449464	9.19725297451751	-6.20777406944708	1.7520022105029e-05	0.000131366669486103	2.20411624304523
72085	1435127_a_at	0.441427266200137	7.16920119471012	3.92957131019689	0.00136126172541758	0.00609372358094872	-2.27122292157824
108100	1435128_at	-0.277945277858914	4.1644079135478	-3.14454618183807	0.00674702761089403	0.0246594564245487	-3.87243188375059
NA	1435129_at	-0.342031509194939	10.7806652577338	-3.19445647969318	0.00609452270053007	0.022570953220283	-3.77193517841956
22654	1435131_at	0.66655183197491	5.13317527499219	6.16587656444846	1.88671076051746e-05	0.000140370409122564	2.12713479233067
22234	1435133_at	-0.516431944417718	6.43272646523562	-5.39189951809274	7.74048176039685e-05	0.000486216529074733	0.66415354264602
107823	1435136_at	-0.925976313465883	4.95095931568068	-9.23039703482072	1.53786594584981e-07	2.21171211810498e-06	7.1500404000316
15925	1435140_at	0.734022220353537	8.54483706545022	8.73484674195648	3.09539600414298e-07	4.02669325592306e-06	6.41758716278548
13713	1435143_at	-0.240570997453322	4.46402818305948	-2.41118279126684	0.0293222487453603	0.0854414485504908	-5.29586591710842
11932	1435148_at	0.633610860983635	6.12861041910121	4.74028165694533	0.000269960228527521	0.00146129095857174	-0.622287448890086
18803	1435149_at	0.74767963033713	7.7986636935864	8.02615519250542	8.8431479543109e-07	9.88683232244363e-06	5.31914601072785
232798	1435152_at	-0.270717247159011	6.61364728493784	-2.8187030771056	0.0130578476826797	0.0433696131242319	-4.51939278025179
245128	1435154_at	0.200364646326927	8.8307524599216	2.35654087598674	0.0326114191100887	0.0931185573462557	-5.39623633621268
70737	1435155_at	-0.704065606657405	7.02261578282831	-7.99688316050378	9.24706428032881e-07	1.02874160361892e-05	5.27243613415782
230967	1435156_at	-0.516044317301616	6.49703101563911	-5.04150182496583	0.000150550984084627	0.000872638469759771	-0.0220703069735375
320191	1435157_at	-0.740284744700006	7.015452259035	-6.61666336261734	8.61171186188766e-06	7.06561427474978e-05	2.94306595607769
72397	1435158_at	-0.401561389520118	4.28494900255305	-3.3140412844022	0.00477483415336831	0.0182623639035842	-3.53002111058975
77252	1435159_at	0.412583928745485	6.3835793801047	4.49524385381507	0.000437405270178987	0.0022338823565103	-1.11650325563508
268390	1435160_at	-0.451799337756846	7.5227867809819	-3.95605306190911	0.001290115403303	0.00580693560921844	-2.21691814920966
211006	1435161_at	0.428797246604993	5.60570312384212	3.31016695683544	0.00481276009218073	0.0183855914719162	-3.53788089566804
208292	1435163_at	-0.515024622482563	5.99642324729657	-4.40035070227386	0.000528160043082057	0.00263851862018651	-1.30908974601354
21367	1435165_at	-0.228436741783109	4.82295437415348	-2.65842325527485	0.0180017635323519	0.0567839933607919	-4.83002942349273
209225	1435168_at	0.610078101660463	7.58873824170403	5.85775664113833	3.27732241971183e-05	0.000227856510638852	1.55389314830887
13813	1435172_at	-0.753022603628005	5.94738528033433	-8.11529085901434	7.72368069358547e-07	8.78773266804738e-06	5.46071519869153
11907	1435173_at	-0.437488220366218	7.07320291053924	-4.93683351986634	0.000184196373064697	0.00104260047961733	-0.229629011159952
229675	1435174_at	0.700359674010995	7.10191683697108	6.86826323152185	5.62657169079811e-06	4.87538923778455e-05	3.38657784534095
207792	1435175_at	-0.990304751558409	5.38727717902081	-8.50610973393364	4.31548772208243e-07	5.37362815443511e-06	6.06976060242868
15902	1435176_a_at	-1.40095436429193	8.79958364143189	-13.0262428011128	1.57775072735205e-09	4.53850816827555e-08	11.9434117614042
232933	1435182_at	0.242601699783948	7.10796726706881	2.53930862708544	0.0228009311461194	0.0693048116741562	-5.05669732458662
